SRR15058638 SRR15058641 SRR15058644 SRR15058645 SRR15058646 SRR15058649 SRR15058619 SRR15058622 SRR15058623 SRR15058624 SRR15058625 SRR15058626 SRR15058627 SRR15058629 SRR15058634 SRR15058636
MORF4L1P7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100129734 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
RNU2.12P 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL13P7 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0
LOC124904756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SCARNA3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR1843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
COP1 1991 1480 1085 1130 2284 1505 1101 1261 1326 1640 1917 975 903 1521 717 769
RPS29P5 11 3 9 63 12 5 30 28 26 23 15 17 25 14 42 36
LINC02803 19 8 17 11 3 29 21 23 18 14 27 12 18 20 15 14
LINC01657 0 1 0 0 0 0 0 0 2 0 0 0 0 2 0 0
LOC124904458 3 1 5 1 4 5 4 3 4 7 6 4 4 9 4 1
TNR 4 0 1 1 3 17 18 19 4 13 5 11 5 15 7 6
RPS29P4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371623 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0
KIAA0040 626 543 4502 1167 397 738 1046 920 1005 1251 1286 600 755 800 579 470
TNN 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 2
ENTR1P2 1 0 0 0 0 0 1 1 1 0 0 0 1 1 1 0
MRPS14 135 66 37 244 71 106 223 207 194 207 195 149 200 83 68 57
CACYBP 230 99 86 996 181 180 603 502 622 675 568 365 556 363 255 221
LOC105371622 47 17 127 3 15 26 17 15 13 20 8 6 12 20 3 13
RNU6.307P 3 0 4 0 1 1 4 1 2 1 0 0 0 1 0 1
RABGAP1L.AS1 12 15 1 5 53 7 2 1 2 3 3 1 1 6 0 0
RPS26P12 14 8 5 1 21 29 1 4 1 0 3 0 0 0 0 1
NDUFAF4P4 56 29 2 0 28 24 5 3 6 8 1 0 0 1 1 0
BANF1P4 18 16 1 0 5 36 7 9 9 4 3 1 1 1 1 1
GPR52 92 84 12 0 70 119 23 17 15 12 8 7 8 9 5 5
LOC100302291 37 40 10 1 35 63 7 5 12 0 8 3 1 3 2 0
LOC124904825 5 2 0 0 2 3 1 0 1 2 1 0 0 0 0 0
RABGAP1L 3156 1778 565 1521 2790 2158 2429 2738 2911 2516 1979 1849 1913 1732 991 812
RABGAP1L.DT 2 1 2 1 0 5 6 6 6 6 3 10 5 2 2 1
RNU7.78P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL30P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RC3H1.DT 1 0 13 2 1 0 7 2 2 3 3 2 1 4 2 0
RNA5SP68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RC3H1 1833 1106 1070 1607 1866 1586 1826 2084 1992 2208 2134 1455 1559 2278 1157 1050
RNA5SP67 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
LOC124904457 0 0 3 0 1 2 0 2 1 0 1 0 0 0 0 0
SERPINC1 3 0 2 2 0 2 7 10 7 1 3 7 2 5 8 2
ZBTB37 1151 616 408 915 1024 1091 2909 3322 3785 3208 2207 2335 2581 1358 868 730
SNORD74 13 1 71 1 1 9 4 4 3 12 5 1 5 5 14 7
SNORD75 1 0 2 1 3 1 1 2 1 0 0 0 0 0 0 0
SNORD76 18 5 14 21 10 21 40 36 36 27 27 30 33 16 16 38
SNORD77 0 0 3 3 1 0 4 5 5 2 1 1 2 3 2 3
SNORA103 0 0 0 1 2 0 1 0 2 1 0 1 1 0 0 0
SNORD44 24 3 11 16 8 8 31 40 32 32 24 28 22 26 23 13
SNORD78 7 2 6 6 8 7 18 10 19 9 8 9 7 8 9 8
SNORD79 0 1 0 11 3 0 10 8 9 12 9 8 5 11 3 1
SNORD80 18 4 17 28 19 13 44 29 36 38 27 35 33 29 45 38
SNORD47 9 9 7 42 4 1 32 39 28 37 25 32 23 37 17 25
SNORD81 4 1 4 25 2 0 20 6 24 13 14 11 9 22 12 14
GAS5 573 208 221 4278 268 372 1954 1267 1713 1540 1316 1386 1468 1548 994 1062
GAS5.AS1 34 9 13 5 27 20 17 7 16 17 8 9 8 22 8 8
DARS2 114 74 82 62 98 135 102 95 104 119 95 56 64 64 28 38
CENPL 23 16 33 96 22 33 75 70 78 57 50 54 69 70 60 35
RN7SKP160 3 0 0 2 2 2 4 2 3 10 0 0 0 4 1 3
RPS27P7 5 1 0 2 8 5 4 1 3 1 0 2 0 5 0 1
KLHL20 345 202 131 568 217 297 575 470 614 549 398 388 423 367 243 246
LOC124904822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371619 0 0 2 1 0 0 1 0 1 0 0 0 0 0 0 0
TEX50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANKRD45 59 11 48 20 2 0 3 1 0 2 0 0 0 0 0 0
SLC9C2 2 0 2 0 1 0 2 0 3 4 1 1 0 0 0 1
LOC124904456 17 7 5 9 22 12 24 7 12 5 8 2 20 29 16 10
PRDX6 1058 1015 781 3207 1443 480 2286 1471 1768 1681 1726 1198 1472 1207 1189 1080
PRDX6.AS1 43 25 45 49 27 90 48 45 60 56 46 39 35 49 23 36
LOC646870 12 5 4 0 12 15 7 0 1 1 3 1 5 4 1 2
RPL26P11 1 2 2 0 0 0 0 0 0 0 0 0 0 1 0 0
LOC124904846 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
LOC100506023 78 60 144 60 29 99 93 101 97 96 59 74 94 64 69 76
TNFSF4 507 357 215 252 772 318 440 306 284 362 194 218 260 190 130 124
GOT2P2 1 2 0 0 0 3 4 5 6 0 2 0 2 1 3 1
TNFSF18 4 2 2 4 1 2 2 2 1 2 1 0 1 0 1 0
AIMP1P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371618 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985225 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
SLC25A38P1 1 0 0 5 0 2 0 1 1 2 0 0 2 2 2 3
FASLG 43 48 128 102 40 27 82 89 68 80 29 54 52 16 22 18
RNU6.693P 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
SUCO 755 503 363 1237 941 463 1623 1428 1512 1669 1606 1191 1307 1485 722 657
PIGC 196 105 160 577 81 187 398 375 403 431 404 261 382 264 158 141
C1orf105 1 0 0 0 1 0 0 3 0 0 1 1 0 1 0 0
LOC102724528 13 3 0 0 9 8 0 3 4 3 1 1 6 0 2 1
RNU6.157P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR199A2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DNM3OS 3 4 0 0 11 10 2 2 2 2 1 0 3 1 1 0
DNM3.IT1 1 0 0 0 1 0 0 1 0 1 0 2 1 0 2 0
DNM3 878 732 363 181 937 264 276 174 159 191 86 122 96 60 75 46
RPLP1P3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS15P3 4 1 1 2 1 4 3 5 11 2 5 1 10 3 4 7
METTL13 131 76 290 199 27 193 152 135 123 142 83 96 104 94 69 78
LOC124900454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC391136 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
LOC100422549 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
LOC100422548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
VAMP4 267 143 65 535 320 168 858 823 881 809 757 608 712 335 228 218
RPL4P3 0 0 2 13 1 1 10 4 4 2 8 4 13 11 10 4
PFN1P1 29 53 30 100 17 48 97 61 77 94 71 49 37 44 66 109
MYOC 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MYOCOS 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0
LOC124904697 6 4 0 2 15 4 0 2 2 0 1 0 0 1 0 0
RN7SL425P 125 53 14 6 46 101 16 7 13 12 16 2 7 6 8 12
PRRC2C 9447 5295 1738 14221 5295 7513 13136 12826 13576 13833 11218 10107 12215 12492 7813 6469
LOC124904828 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 1
CYCSP53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.290P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GM2AP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SRP14P4 0 0 0 0 0 1 3 3 1 5 3 2 6 5 1 2
TOP1P1 1 0 0 3 1 0 0 1 0 1 1 1 1 0 0 0
FMO4 21 10 21 1 11 16 50 59 48 33 33 28 32 28 12 7
HMGB1P11 0 0 0 0 0 0 0 3 2 0 2 0 0 1 0 0
FMO1 0 0 0 0 0 0 0 1 1 0 1 0 2 0 0 0
LOC124900413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
FMO2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
FMO6P 3 0 0 0 2 10 0 0 0 1 0 0 0 0 0 0
LOC105371611 1 0 1 0 0 3 0 0 1 2 2 2 4 1 0 0
MIR1295B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR1295A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FMO3 2 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0
LOC646804 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
MROH9 2 1 0 0 1 3 0 0 1 0 0 0 0 0 0 0
LOC124904455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904454 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
PRRX1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 2
LOC105371610 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GORAB 150 94 18 712 152 82 449 473 434 504 358 328 429 428 227 219
GORAB.AS1 5 6 2 5 8 3 3 12 10 6 5 5 4 11 6 3
HAUS4P1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
LINC01142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ISCUP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3119.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3119.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NTMT2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
SIGLEC30P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MRPS10P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RN7SL269P 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
KIFAP3 284 240 289 715 339 248 389 391 417 343 234 256 289 221 144 134
RN7SL333P 5 0 0 4 5 3 13 2 9 6 2 11 3 3 0 0
SCYL3 148 102 200 172 100 158 254 253 282 293 246 206 212 208 112 103
METTL18 45 22 21 130 27 32 82 100 103 83 69 71 68 29 17 7
C1orf112 46 31 35 41 35 56 83 105 134 136 108 96 98 64 40 28
LOC101928628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SELE 2 0 2 25 0 4 5 15 2 3 5 0 3 2 5 2
SELL 5047 4092 15996 2026 2962 3085 5081 4416 6691 6029 13369 4248 3651 7576 1712 2344
LOC107985745 27 12 19 84 16 27 43 56 33 39 23 20 28 18 25 11
SELP 703 672 575 457 514 177 331 250 178 270 190 96 175 117 189 105
F5 383 217 379 171 231 370 661 733 885 1056 1157 507 627 864 311 607
SLC19A2 67 39 35 94 42 50 198 127 196 171 162 226 165 172 92 116
CCDC181 10 4 4 2 9 1 8 4 10 7 5 8 10 4 3 1
BLZF1 156 165 178 425 370 154 291 261 282 329 355 291 231 230 97 67
NME7 48 24 20 68 34 41 51 36 47 50 35 19 35 33 27 18
ATP1B1 42 40 22 82 63 64 69 55 45 94 121 53 146 70 70 21
LOC101928596 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
RNA5SP66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL29P7 0 0 0 1 0 0 2 1 1 5 1 6 4 3 0 0
LINC00970 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMO1P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC00626 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
LOC124904452 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0
DPT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL7AP21 0 0 1 4 1 3 0 1 7 1 2 1 2 1 6 6
XCL1 12 10 36 40 1 17 43 40 47 39 45 27 20 20 129 86
RPL7AP19 3 0 1 3 0 1 3 4 11 3 7 1 3 5 14 3
XCL2 32 20 97 65 16 48 52 48 43 44 44 39 35 30 153 80
LOC101928565 4 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
QRSL1P1 4 2 0 0 1 0 1 2 0 0 0 0 0 1 1 0
LOC100505918 5 1 0 0 1 5 1 1 1 3 1 0 0 1 1 2
MIR557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC441914 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
TBX19 95 58 55 47 31 91 66 109 123 94 105 56 79 43 66 68
RNU6.1310P 6 2 0 0 1 0 0 0 1 0 1 0 0 0 0 0
ANKRD36BP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SFT2D2 3058 2409 920 2664 2987 2719 4673 4968 4425 5451 5451 2863 3943 4141 2465 1866
LOC107985453 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
RPL34P1 2 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0
TIPRL 207 108 194 729 191 136 437 356 451 446 426 351 425 312 216 223
GPR161 10 15 8 2 0 17 6 10 3 22 18 5 13 8 5 10
GCSHP5 2 1 0 0 0 2 0 1 2 1 0 0 1 0 0 0
MIR1255B2 1 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0
MPC2 117 67 183 849 84 104 567 366 540 589 697 446 469 542 455 360
DCAF6 345 224 216 521 291 397 609 540 679 681 590 420 462 523 293 304
ADCY10 9 2 10 5 3 8 8 6 2 3 15 2 3 7 7 2
MPZL1 116 81 229 226 139 173 205 251 444 407 543 273 194 406 139 160
TRP.AGG2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRP.CGG1.1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0
RCSD1 2262 1033 2930 2098 881 2471 3817 3498 4639 3980 4032 2435 3329 2222 1927 2788
RPS18P4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1
CREG1 909 648 676 1094 1179 559 1420 1164 1495 1486 2118 896 1546 1153 1094 1307
LOC107985224 6 0 14 8 0 5 12 2 9 10 5 1 2 4 2 1
AKR1D1P1 8 4 0 6 1 9 14 15 9 15 5 7 16 7 3 5
LOC101928512 817 405 307 218 387 1200 902 948 985 659 395 380 450 330 306 259
CD247 1678 784 1709 7134 687 1988 5012 5515 5766 4179 2615 4963 4948 2660 3202 3258
LOC124900412 1746 1416 144 370 2387 1888 764 598 637 710 617 298 403 427 318 335
POU2F1 1307 713 326 1973 944 1034 1426 1383 1384 1466 1155 834 1179 1273 612 637
LINC01363 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
LOC105371601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS17P6 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
STYXL2 0 0 0 0 1 0 1 0 0 3 0 0 0 0 0 0
LOC124904451 2 1 0 0 0 5 1 0 0 0 0 0 0 0 0 0
GPA33 69 32 32 96 14 169 170 73 150 124 74 87 103 82 51 71
LOC105371600 2 4 1 2 7 5 2 2 2 2 3 6 5 0 1 2
LOC124904834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP65 0 0 0 4 0 0 1 0 0 0 0 0 2 0 0 0
MAEL 1 0 1 5 1 1 7 0 1 4 2 6 6 4 0 0
LOC124904449 3 1 0 0 7 4 2 0 1 2 0 0 0 1 0 3
ILDR2 25 9 10 62 25 19 70 32 20 54 48 42 40 30 14 23
LOC124904450 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0
DUTP6 16 12 2 18 13 18 33 33 47 36 29 22 28 22 7 11
TADA1 180 100 53 433 140 163 492 388 450 459 343 314 389 371 219 169
POGK 1106 741 578 716 786 1067 1496 1576 1684 1817 1452 977 1420 1171 793 535
CNN2P10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FMO11P 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
RPL4P2 0 0 0 9 0 0 8 4 7 1 8 4 3 3 1 1
FMO10P 3 1 0 1 2 1 1 2 1 2 1 2 0 0 0 0
FMO9P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FMO8P 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0
LINC01675 0 1 5 14 0 2 3 1 0 1 0 0 0 0 0 0
FMO7P 1 1 0 3 0 1 0 0 1 0 0 0 2 1 0 0
LOC284685 19 10 20 33 7 18 31 30 35 39 26 12 25 31 40 46
LOC112268276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FAM78B 1 2 1 0 0 1 4 3 2 1 5 10 1 0 1 4
FAM78B.AS1 2 0 3 0 2 4 2 2 3 0 1 4 1 2 0 2
RNA5SP64 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
RPS3AP10 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0
LOC100420658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
UCK2 70 25 83 90 46 107 122 120 136 134 91 90 94 55 93 75
RPL26P12 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
TMCO1.AS1 2 1 5 0 0 13 1 1 3 5 0 3 2 0 0 4
TMCO1 348 220 214 635 446 323 534 557 596 576 520 408 467 396 151 178
LOC440700 2 1 0 5 2 9 4 0 3 1 1 1 0 3 2 1
RPL21P27 8 2 1 4 10 6 2 0 4 4 0 0 0 1 0 0
RPS13P1 9 3 1 1 7 13 1 3 4 3 1 1 0 0 0 0
ALDH9A1 305 204 383 660 264 419 693 731 694 759 637 526 691 600 403 332
MGST3 159 74 155 224 99 141 253 198 327 208 247 135 215 151 138 136
TRK.CTT13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS2P10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LRRC52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PRELID1P7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LRRC52.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RXRG 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LMX1A.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LMX1A.AS2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LMX1A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.755P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL35AP7 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1
LOC107985451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PBX1.AS1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.171P 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PBX1 173 229 135 198 347 54 258 142 122 156 75 64 87 72 83 80
LOC124904759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HMGB3P6 0 0 0 1 0 0 0 1 0 0 0 0 0 2 1 0
RNU5F.6P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NMNAT1P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904671 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
LOC124904447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100422212 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
NUF2 9 8 5 22 8 13 34 40 47 43 58 29 28 18 16 6
LOC100113374 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0
RGS5.AS1 0 1 0 0 1 6 0 0 2 0 0 0 2 0 0 0
RGS5 14 5 5 13 12 35 60 40 47 38 27 35 25 21 10 16
LOC124904446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RGS4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985223 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
LOC107985222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCDC190 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
HSD17B7 95 59 53 151 45 63 155 152 149 154 97 129 120 130 76 61
RN7SL861P 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DDR2 18 20 5 57 23 22 51 69 80 60 28 44 49 20 27 28
UAP1 252 178 155 454 294 232 451 513 564 491 427 505 474 411 285 273
UAP1.DT 0 0 11 1 0 0 1 1 0 0 1 0 0 0 1 0
UQCRBP2 2 1 1 0 0 0 0 1 1 0 3 0 1 0 1 0
UHMK1 2578 1583 763 3394 3154 1686 4796 5142 5204 5272 4465 3731 4653 3940 1968 1549
SLAMF6P1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
SH2D1B 131 112 331 223 111 170 628 368 1145 744 248 493 451 96 160 218
C1orf226 6 4 32 6 2 2 5 4 4 3 12 4 8 5 1 10
SPATA46 1 0 2 1 1 0 1 2 0 0 0 5 0 1 0 2
MIR556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904445 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR4654 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371475 10 20 6 0 14 3 1 0 0 1 4 1 0 1 0 1
NOS1AP 8 6 22 2 5 6 2 3 3 1 19 2 7 3 1 5
OLFML2B 7 6 15 1 7 20 6 6 17 13 31 5 15 7 2 6
LOC100422526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904444 165 130 77 34 115 174 58 55 54 52 49 19 27 50 16 25
ATF6 1848 1304 765 1277 2020 1728 1664 1664 1787 2109 2231 1278 1669 1368 680 651
ATF6.DT 1 2 0 5 4 2 3 0 1 1 3 1 2 0 2 1
DUSP12 180 129 87 442 102 173 404 457 497 469 382 339 431 310 261 299
RN7SL466P 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
FCRLB 3 2 35 4 2 11 14 31 25 13 9 18 15 3 8 12
FCRLA 59 45 29 13 62 152 220 121 292 154 55 45 102 35 14 30
RPL31P11 1 2 0 1 3 3 9 2 7 7 7 3 3 5 3 0
FCGR2B 102 191 169 77 223 117 222 158 303 220 278 163 217 185 140 117
FCGR3B 568 579 40880 731 1101 85 229 748 1491 1656 9263 3389 850 3489 652 1641
RPS23P9 2 4 0 4 4 0 12 3 10 4 10 5 9 1 0 0
TRL.CAA6.1 4 3 2 0 3 2 0 2 4 0 3 4 0 0 0 0
HSPA7 401 1782 245 555 638 571 717 1192 1732 856 2568 1469 1308 694 1522 834
FCGR2C 375 1897 163 212 836 456 457 1314 1704 991 2442 1141 944 660 536 437
FCGR3A 2142 3246 3830 972 2253 1921 3386 5253 7872 3499 7980 3425 3530 1708 1101 1700
TRN.GTT1.1 0 0 1 0 0 0 1 2 1 0 0 0 0 1 0 2
RPS23P10 0 2 5 1 0 1 0 0 2 8 11 4 4 11 2 4
TRG.TCC2.6 5 5 46 0 4 10 0 0 1 0 0 2 0 0 1 0
TRL.CAG1.6 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0
HSPA6 264 405 5031 184 218 174 60 207 257 433 811 179 162 474 201 252
TRG.GCC2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRD.GTC10.1 0 1 10 0 1 1 0 2 2 2 8 2 1 2 1 1
FCGR2A 1686 1780 11777 921 1980 1135 1096 1255 2258 2689 7004 1907 1846 3962 1171 1425
LOC105371473 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
TRG.GCC4.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAG1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRD.GTC2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.TCC2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRE.CTC1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.GCC1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAG1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRD.GTC2.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.TCC2.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRE.CTC1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.GCC1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAG1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRD.GTC2.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.TCC2.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRE.CTC1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.GCC1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAG1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRD.GTC2.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.TCC2.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRE.CTC1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.GCC1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAG1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRD.GTC2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRG.TCC4.1 0 2 3 0 0 4 0 0 0 0 0 0 0 0 0 0
TRN.GTT2.2 3 0 0 1 1 1 1 0 0 1 3 0 2 1 0 3
TRE.TTC4.2 2 0 5 4 0 3 1 1 2 2 2 1 2 0 0 1
TRUND.NNN3.1 3 6 0 0 2 2 0 1 1 0 1 1 2 0 0 0
